"cond","SID","survey_name","item","value","article_number","content","article_cond"
"social","s497","comment","10","This is an article about climate change and the impact on the election.",75,"climate","control"
"social","s498","comment","10","If you have a green energy provider in your area, it's probably a good idea to switch to it.  I know a lot of my friends are concerned about climate change, so it's useful that there are ways to help stave it off and go green.",83,"climate","social"
"self","s499","comment","10","eat quality foods, because flavonoidsin plant it is good for health and gain immunity",22,"health","self"
"social","s502","comment","10","Its about clean power and the advantages of switching to this type of energy.",1,"climate","control"
"self","s504","comment","10","This article matters to me personally because I do not have flood insurance because I don't think it's likely for my particular area to be affected by this, however the information in this could very well relate to what occurs in the future for me and my household.",53,"climate","self"
"social","s505","comment","10","This article reported on the deadly glacier in Tibet that might cause due to climate change",45,"climate","control"
"social","s506","comment","10","More places are starting to sue oil companies. They once were suing more coastal oil companies but now also those inland.",105,"climate","control"
"self","s507","comment","10","anything that could make me more productive is interesting to me",72,"health","control"
"self","s512","comment","10","How nuclear power effects the environment",51,"climate","self"
"social","s513","comment","10","This is just a touching story that might make people feel good",70,"health","social"
"self","s514","comment","10","I am so worried about climate change and I fear we are not addressing it in a timely manner",45,"climate","self"
"self","s515","comment","10","Bananas would be ok for sport drinks in other to gain enough carbohydrates.",68,"health","control"
